"","Hours_Studied","Attendance","Parental_Involvement","Access_to_Resources","Extracurricular_Activities","Sleep_Hours","Previous_Scores","Motivation_Level","Internet_Access","Tutoring_Sessions","Family_Income","Teacher_Quality","School_Type","Peer_Influence","Physical_Activity","Learning_Disabilities","Parental_Education_Level","Distance_from_Home","Gender","Exam_Score","Hours_Studied_imp","Attendance_imp","Parental_Involvement_imp","Access_to_Resources_imp","Extracurricular_Activities_imp","Sleep_Hours_imp","Previous_Scores_imp","Motivation_Level_imp","Internet_Access_imp","Tutoring_Sessions_imp","Family_Income_imp","Teacher_Quality_imp","School_Type_imp","Peer_Influence_imp","Physical_Activity_imp","Learning_Disabilities_imp","Parental_Education_Level_imp","Distance_from_Home_imp","Gender_imp","Exam_Score_imp"
"1067",12,75,"Medium","High","Yes",6,98,"Medium","Yes",2,"Low","Medium","Public","Neutral",2,"No","College","Far","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1068",27,95,"Medium","High","No",7,81,"Low","Yes",3,"Low","Medium","Public","Neutral",2,"No","High School","Moderate","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1069",17,87,"Medium","Medium","Yes",8,91,"High","Yes",3,"Low","High","Public","Positive",3,"Yes","College","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1070",22,74,"Medium","High","Yes",10,51,"Medium","No",1,"Medium","Medium","Private","Negative",4,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1071",20,87,"Medium","Medium","No",7,99,"Medium","Yes",3,"Low","Medium","Public","Negative",3,"No","High School","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1072",23,61,"High","Low","Yes",6,73,"Medium","Yes",1,"Medium","Medium","Public","Positive",3,"No","College","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1073",20,89,"Low","Medium","Yes",7,95,"Low","Yes",3,"Low","Medium","Private","Neutral",2,"No","High School","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1074",12,79,"Low","Medium","Yes",9,69,"Medium","Yes",2,"Low","High","Public","Neutral",3,"No","Postgraduate","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1075",26,93,"Medium","High","Yes",9,89,"Medium","Yes",0,"Low","Medium","Public","Neutral",3,"No","College","Moderate","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1076",17,98,"High","Low","Yes",10,71,"Medium","Yes",0,"Low","High","Private","Positive",3,"No","Postgraduate","Moderate","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1077",11,97,"Medium","Medium","Yes",7,68,"Low","Yes",0,"Low","Medium","Private","Negative",2,"No","High School","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1078",17,96,"Medium","Low","No",8,97,"Low","Yes",0,"Medium","Medium","Public","Negative",3,"No","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1079",29,80,"Medium","Low","No",5,85,"High","Yes",0,"High","High","Public","Neutral",2,"No","High School","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1080",25,74,"Low","Medium","Yes",6,92,"Low","Yes",4,"Medium","Medium","Private","Positive",3,"No","Postgraduate","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1081",18,79,"Medium","Medium","Yes",5,77,"Low","Yes",1,"Low","High","Public","Neutral",3,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1082",18,88,"High","High","Yes",8,96,"Low","Yes",1,"Low","Medium","Public","Positive",3,"No","High School","Far","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1083",18,95,"High","Medium","Yes",7,87,"High","Yes",5,"Medium","Medium","Public","Neutral",2,"No","College","Near","Male",74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1084",18,68,"Low","Medium","Yes",7,54,"Medium","Yes",1,"Low","Medium","Private","Neutral",1,"No","Postgraduate","Near","Male",66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1085",22,97,"Medium","Medium","Yes",6,88,"High","Yes",1,"Low","Low","Private","Positive",4,"No","College","Near","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1086",23,93,"Medium","Low","Yes",8,51,"High","No",0,"Low","High","Private","Positive",1,"No","High School","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1087",26,99,"Low","High","Yes",4,91,"High","Yes",2,"High","Low","Public","Neutral",4,"No","Postgraduate","Moderate","Female",75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1088",21,95,"Medium","Low","Yes",7,67,"Medium","Yes",3,"Medium","Medium","Public","Positive",2,"No","College","Far","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1089",18,71,"Low","Low","No",7,80,"Medium","Yes",1,"Medium","Low","Public","Neutral",4,"No","Postgraduate","Moderate","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1090",19,64,"Medium","Medium","No",4,87,"High","Yes",2,"Medium","Medium","Private","Positive",4,"No","High School","Moderate","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1091",20,64,"Medium","High","No",8,82,"Medium","Yes",3,"Medium","Low","Public","Negative",3,"No","High School","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1092",20,72,"Medium","High","No",7,84,"Low","Yes",2,"Medium","High","Public","Negative",2,"No","High School","Moderate","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1093",24,85,"Medium","Medium","Yes",8,95,"Medium","Yes",2,"Medium","Medium","Public","Negative",4,"No","High School","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1094",20,92,"Medium","Low","No",10,69,"Medium","Yes",0,"Low","Medium","Public","Positive",2,"No","Postgraduate","Far","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1095",24,96,"Medium","Medium","Yes",7,77,"Low","No",0,"Low","Medium","Public","Negative",2,"Yes","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1096",20,85,"Medium","High","No",8,59,"Medium","Yes",1,"Medium","Medium","Public","Positive",3,"No","Postgraduate","Far","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1097",20,60,"Medium","Medium","No",9,73,"High","Yes",4,"Medium","Medium","Public","Negative",4,"No","College","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1098",8,67,"High","Medium","Yes",8,58,"Low","Yes",2,"Medium","Medium","Public","Positive",1,"No","Postgraduate","Moderate","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1099",25,64,"Medium","Low","Yes",6,82,"Low","Yes",2,"Low","Medium","Public","Negative",3,"No","High School","Moderate","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1100",22,75,"Medium","Low","Yes",5,66,"Low","Yes",2,"Low","Medium","Public","Positive",2,"No","High School","Far","Male",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1101",26,80,"Medium","Medium","Yes",8,93,"Medium","Yes",2,"Low","Low","Public","Neutral",1,"No","Postgraduate","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1102",3,62,"Medium","Low","No",6,67,"Medium","Yes",1,"Low","Medium","Public","Negative",3,"No","High School","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1103",26,74,"Medium","Medium","No",9,64,"Medium","Yes",2,"Medium","Medium","Private","Neutral",4,"No","Postgraduate","Near","Female",70,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1104",19,67,"Medium","Medium","Yes",6,75,"High","Yes",1,"Low","Medium","Public","Neutral",3,"No","College","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1105",27,86,"Low","Medium","Yes",7,59,"Low","Yes",1,"Medium","Medium","Public","Neutral",3,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1106",14,79,"Medium","Low","Yes",5,60,"Medium","Yes",3,"Low","Medium","Public","Negative",5,"No","High School","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1107",24,80,"Medium","Medium","No",6,89,"Medium","Yes",1,"Low","High","Public","Neutral",3,"No","College","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1108",14,77,"Low","High","No",6,75,"Medium","Yes",1,"Medium","High","Public","Neutral",4,"Yes","High School","Near","Female",89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1109",16,98,"Medium","Low","Yes",6,60,"Medium","Yes",1,"Medium","Medium","Private","Positive",3,"No","High School","Far","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1110",22,69,"Medium","Medium","No",7,52,"Medium","No",2,"High","Low","Public","Neutral",5,"No","College","Far","Male",92,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1111",19,81,"High","High","No",6,73,"Low","No",1,"Low","High","Private","Positive",3,"No","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1112",21,89,"Low","Medium","Yes",10,87,"Low","Yes",3,"Medium","Medium","Public","Positive",3,"No","College","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1113",25,82,"High","Low","No",7,68,"Medium","Yes",1,"Low","High","Public","Neutral",3,"No","College","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1114",23,97,"Medium","Low","Yes",9,62,"Medium","Yes",0,"Low","Medium","Private","Positive",2,"No","Postgraduate","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1115",21,75,"Medium","Medium","Yes",7,70,"Low","Yes",3,"Medium","Medium","Public","Positive",4,"Yes","Postgraduate","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1116",22,79,"Medium","Medium","Yes",7,98,"High","Yes",0,"High","Medium","Public","Neutral",3,"No","High School","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1117",22,64,"Medium","Medium","No",6,71,"High","Yes",0,"Low","High","Private","Negative",4,"No","High School","Near","Female",67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1118",20,84,"High","High","Yes",10,63,"Medium","Yes",0,"Low","Medium","Private","Positive",4,"No","High School","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1119",21,72,"Medium","High","No",7,78,"Low","No",0,"High","Medium","Public","Neutral",1,"Yes","High School","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1120",26,66,"Medium","Medium","No",6,91,"Medium","Yes",3,"Medium","Medium","Public","Positive",3,"No","College","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1121",27,82,"Medium","High","No",6,51,"Low","Yes",1,"Low","Medium","Public","Negative",3,"No","High School","Moderate","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1122",27,81,"Medium","Medium","No",8,78,"Medium","Yes",0,"Medium","Medium","Public","Positive",3,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1123",24,63,"Medium","Medium","Yes",6,92,"Medium","Yes",4,"Medium","Medium","Private","Positive",4,"No","Postgraduate","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1124",13,88,"High","Low","Yes",9,61,"Low","Yes",4,"Medium","Medium","Private","Negative",3,"No","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1125",30,85,"Medium","Medium","Yes",6,96,"Low","Yes",1,"Medium","Medium","Private","Neutral",4,"No","High School","Near","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1126",13,68,"Low","Medium","Yes",6,79,"Medium","Yes",1,"High","Medium","Private","Negative",3,"No","College","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1127",22,79,"Medium","Medium","No",9,76,"Medium","Yes",1,"Low","Medium","Private","Positive",2,"No","High School","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1128",15,89,"High","Low","No",10,98,"Low","Yes",0,"Low","Medium","Private","Positive",2,"No","College","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1129",20,81,"High","High","Yes",7,56,"Low","No",1,"Medium","Medium","Private","Positive",3,"No","High School","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1130",22,76,"Medium","Low","No",9,87,"Low","Yes",2,"Low","High","Public","Neutral",3,"Yes","College","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1131",22,73,"High","Low","No",5,91,"Medium","Yes",1,"Medium","Medium","Public","Positive",3,"No","Postgraduate","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1132",23,84,"Low","Low","No",6,74,"Medium","No",3,"Low","Medium","Public","Positive",1,"No","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1133",30,98,"Low","Low","Yes",8,50,"High","Yes",0,"Low","High","Public","Negative",2,"No","College","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1134",23,87,"Low","High","No",8,76,"Medium","Yes",2,"High","Medium","Public","Positive",5,"Yes","Postgraduate","Near","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1135",19,63,"Low","High","Yes",7,58,"Medium","Yes",2,"Low","High","Private","Neutral",3,"No","Postgraduate","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1136",26,78,"Low","High","Yes",7,78,"Low","Yes",4,"Low","Medium","Private","Neutral",4,"No","High School","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1137",27,96,"Medium","High","Yes",9,87,"Low","No",0,"Medium","High","Public","Positive",2,"No","College","Moderate","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1138",13,64,"Medium","Low","Yes",6,77,"Medium","Yes",0,"Low","High","Public","Neutral",4,"No","High School","Near","Male",60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1139",24,100,"Medium","Low","Yes",7,82,"Low","Yes",1,"Medium","High","Private","Positive",3,"No","High School","Moderate","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1140",24,98,"Medium","Medium","Yes",5,55,"High","Yes",0,"Medium","Medium","Public","Positive",3,"No","High School","Moderate","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1141",18,63,"High","High","No",9,55,"Medium","Yes",2,"High","High","Private","Positive",2,"No","Postgraduate","Near","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1142",28,97,"Medium","Medium","No",9,93,"Low","Yes",3,"Medium","High","Public","Neutral",3,"No","High School","Near","Female",74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1143",19,75,"Medium","Medium","No",8,52,"High","Yes",0,"Low","Medium","Public","Negative",4,"No","Postgraduate","Moderate","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1144",21,94,"Medium","Low","Yes",7,64,"Low","Yes",2,"Medium","Medium","Private","Neutral",2,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1145",19,77,"High","Low","No",6,97,"Low","Yes",4,"Low","Medium","Public","Negative",2,"No","High School","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1146",20,78,"Medium","Medium","No",5,73,"Low","Yes",1,"Medium","Medium","Public","Negative",3,"No","College","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1147",13,85,"Low","High","Yes",7,84,"Medium","No",0,"Low","Medium","Public","Neutral",5,"No","High School","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1148",11,91,"Medium","Low","No",8,61,"Medium","Yes",1,"High","Medium","Private","Positive",3,"No","Postgraduate","Far","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
